period,dataset_role,total_tr_units,total_tr_usd,total_renewed_units,total_renewed_usd,is_current_month,flag_time_series,region,product,channel,dormant,softcancel,no_instalado,autorenew,discount,newcust
2025-02,train,12,360.0,2.0,61.977814061537195,0,0,EU,A,web,0,1,0,0,d0,0
2025-03,train,12,360.0,4.0,122.50294385885626,0,0,EU,A,web,0,1,0,0,d0,0
2025-04,train,12,360.0,2.0,62.169694866006516,0,0,EU,A,web,0,1,0,0,d0,0
2025-05,train,12,360.0,6.0,180.40639354464784,0,0,EU,A,web,0,1,0,0,d0,0
2025-06,train,12,360.0,5.0,151.19776950082795,0,0,EU,A,web,0,1,0,0,d0,0
2025-07,train,12,360.0,1.0,30.119859381369047,0,0,EU,A,web,0,1,0,0,d0,0
2025-08,train,12,360.0,4.0,126.46097806229226,0,0,EU,A,web,0,1,0,0,d0,0
2025-09,train,12,360.0,2.0,62.656901558873315,0,0,EU,A,web,0,1,0,0,d0,0
2025-10,train,12,360.0,2.0,61.76174650229333,0,0,EU,A,web,0,1,0,0,d0,0
2025-11,test,12,360.0,4.0,123.76088275648131,0,0,EU,A,web,0,1,0,0,d0,0
2025-12,test,12,360.0,3.0,91.93329880487971,0,0,EU,A,web,0,1,0,0,d0,0
2026-01,test,12,360.0,7.0,220.01739633967077,0,0,EU,A,web,0,1,0,0,d0,0
2026-02,test,12,360.0,4.0,129.05012715211785,1,0,EU,A,web,0,1,0,0,d0,0
2026-03,projection,12,360.0,,,0,0,EU,A,web,0,1,0,0,d0,0
2026-04,projection,12,360.0,,,0,0,EU,A,web,0,1,0,0,d0,0
2026-05,projection,12,360.0,,,0,0,EU,A,web,0,1,0,0,d0,0
2026-06,projection,12,360.0,,,0,0,EU,A,web,0,1,0,0,d0,0
2024-01,train,10,300.0,5.0,153.54556808090672,0,0,EU,A,web,0,0,1,0,d0,0
2024-02,train,10,300.0,4.0,118.90989316318382,0,0,EU,A,web,0,0,1,0,d0,0
2024-03,train,10,300.0,1.0,31.373920325930687,0,0,EU,A,web,0,0,1,0,d0,0
2024-04,train,10,300.0,4.0,124.69228997895236,0,0,EU,A,web,0,0,1,0,d0,0
2024-05,train,10,300.0,3.0,94.54914354305093,0,0,EU,A,web,0,0,1,0,d0,0
2024-06,train,10,300.0,4.0,121.11827373051425,0,0,EU,A,web,0,0,1,0,d0,0
2024-07,train,10,300.0,6.0,182.20036582409753,0,0,EU,A,web,0,0,1,0,d0,0
2024-08,train,10,300.0,7.0,212.46637483026737,0,0,EU,A,web,0,0,1,0,d0,0
2024-09,train,10,300.0,6.0,187.188564678087,0,0,EU,A,web,0,0,1,0,d0,0
2024-10,train,10,300.0,4.0,126.11485250027435,0,0,EU,A,web,0,0,1,0,d0,0
2024-11,train,10,300.0,2.0,62.488275537429345,0,0,EU,A,web,0,0,1,0,d0,0
2024-12,train,10,300.0,2.0,61.50748605365285,0,0,EU,A,web,0,0,1,0,d0,0
2025-01,train,10,300.0,2.0,60.719510148473816,0,0,EU,A,web,0,0,1,0,d0,0
2025-02,train,10,300.0,4.0,124.70986429626687,0,0,EU,A,web,0,0,1,0,d0,0
2025-03,train,10,300.0,5.0,155.674779047251,0,0,EU,A,web,0,0,1,0,d0,0
2025-04,train,10,300.0,4.0,124.49049590698057,0,0,EU,A,web,0,0,1,0,d0,0
2025-05,train,10,300.0,5.0,152.5131755788318,0,0,EU,A,web,0,0,1,0,d0,0
2025-06,train,10,300.0,3.0,92.81011055730976,0,0,EU,A,web,0,0,1,0,d0,0
2025-07,train,10,300.0,5.0,149.07457093277702,0,0,EU,A,web,0,0,1,0,d0,0
2025-08,train,10,300.0,8.0,248.9847339301677,0,0,EU,A,web,0,0,1,0,d0,0
2025-09,train,10,300.0,7.0,215.3789240583541,0,0,EU,A,web,0,0,1,0,d0,0
2025-10,train,10,300.0,3.0,89.55251785880387,0,0,EU,A,web,0,0,1,0,d0,0
2025-11,test,10,300.0,4.0,121.27956093626568,0,0,EU,A,web,0,0,1,0,d0,0
2025-12,test,10,300.0,6.0,187.74505862964068,0,0,EU,A,web,0,0,1,0,d0,0
2026-01,test,10,300.0,2.0,61.41631942534478,0,0,EU,A,web,0,0,1,0,d0,0
2026-02,test,10,300.0,4.0,127.81497630075883,1,0,EU,A,web,0,0,1,0,d0,0
2026-03,projection,10,300.0,,,0,0,EU,A,web,0,0,1,0,d0,0
2026-04,projection,10,300.0,,,0,0,EU,A,web,0,0,1,0,d0,0
2026-05,projection,10,300.0,,,0,0,EU,A,web,0,0,1,0,d0,0
2026-06,projection,10,300.0,,,0,0,EU,A,web,0,0,1,0,d0,0
2024-01,train,5,150.0,1.0,30.315979369510615,0,0,EU,A,web,1,1,0,0,d0,0
2024-02,train,5,150.0,2.0,62.79840845149012,0,0,EU,A,web,1,1,0,0,d0,0
2024-03,train,5,150.0,4.0,118.84100039247008,0,0,EU,A,web,1,1,0,0,d0,0
2024-04,train,5,150.0,1.0,30.689584681749007,0,0,EU,A,web,1,1,0,0,d0,0
2024-05,train,5,150.0,2.0,60.14408550287119,0,0,EU,A,web,1,1,0,0,d0,0
2024-06,train,5,150.0,3.0,94.7610566968081,0,0,EU,A,web,1,1,0,0,d0,0
2024-07,train,5,150.0,1.0,30.65716331458653,0,0,EU,A,web,1,1,0,0,d0,0
2024-08,train,5,150.0,2.0,60.971722297262964,0,0,EU,A,web,1,1,0,0,d0,0
2024-09,train,5,150.0,3.0,92.02713361129899,0,0,EU,A,web,1,1,0,0,d0,0
2024-10,train,5,150.0,2.0,60.96121184770788,0,0,EU,A,web,1,1,0,0,d0,0
2024-11,train,5,150.0,0.0,0.0,0,0,EU,A,web,1,1,0,0,d0,0
2024-12,train,5,150.0,1.0,31.60379742427972,0,0,EU,A,web,1,1,0,0,d0,0
2025-01,train,5,150.0,2.0,63.18942843301973,0,0,EU,A,web,1,1,0,0,d0,0
2025-02,train,5,150.0,2.0,61.668369723193756,0,0,EU,A,web,1,1,0,0,d0,0
2025-03,train,5,150.0,3.0,88.37034517254511,0,0,EU,A,web,1,1,0,0,d0,0
2025-04,train,5,150.0,2.0,61.52749549040318,0,0,EU,A,web,1,1,0,0,d0,0
2025-05,train,5,150.0,1.0,30.77183279122473,0,0,EU,A,web,1,1,0,0,d0,0
2025-06,train,5,150.0,0.0,0.0,0,0,EU,A,web,1,1,0,0,d0,0
2025-07,train,5,150.0,0.0,0.0,0,0,EU,A,web,1,1,0,0,d0,0
2025-08,train,5,150.0,1.0,31.375552033951106,0,0,EU,A,web,1,1,0,0,d0,0
2025-09,train,5,150.0,0.0,0.0,0,0,EU,A,web,1,1,0,0,d0,0
2025-10,train,5,150.0,2.0,62.162153952360406,0,0,EU,A,web,1,1,0,0,d0,0
2025-11,test,5,150.0,3.0,90.56494964686559,0,0,EU,A,web,1,1,0,0,d0,0
2025-12,test,5,150.0,2.0,61.15056685694793,0,0,EU,A,web,1,1,0,0,d0,0
2026-01,test,5,150.0,2.0,62.69389003026965,0,0,EU,A,web,1,1,0,0,d0,0
2026-02,test,5,150.0,1.0,30.178703587902554,1,0,EU,A,web,1,1,0,0,d0,0
2026-03,projection,5,150.0,,,0,0,EU,A,web,1,1,0,0,d0,0
2026-04,projection,5,150.0,,,0,0,EU,A,web,1,1,0,0,d0,0
2026-05,projection,5,150.0,,,0,0,EU,A,web,1,1,0,0,d0,0
2026-06,projection,5,150.0,,,0,0,EU,A,web,1,1,0,0,d0,0
2024-01,train,6,180.0,5.0,153.9577494938127,0,0,EU,A,web,0,0,0,1,d0,0
2024-02,train,6,180.0,6.0,187.21701106122757,0,0,EU,A,web,0,0,0,1,d0,0
2024-03,train,6,180.0,6.0,184.94161836958213,0,0,EU,A,web,0,0,0,1,d0,0
2024-04,train,6,180.0,6.0,181.49673668656231,0,0,EU,A,web,0,0,0,1,d0,0
2024-05,train,6,180.0,5.0,152.2538988282679,0,0,EU,A,web,0,0,0,1,d0,0
2024-06,train,6,180.0,6.0,185.97674339650095,0,0,EU,A,web,0,0,0,1,d0,0
2024-07,train,6,180.0,6.0,182.58609962658875,0,0,EU,A,web,0,0,0,1,d0,0
2024-08,train,6,180.0,6.0,178.16932377612122,0,0,EU,A,web,0,0,0,1,d0,0
2024-09,train,6,180.0,5.0,156.443279400797,0,0,EU,A,web,0,0,0,1,d0,0
2024-10,train,6,180.0,6.0,191.80308072804007,0,0,EU,A,web,0,0,0,1,d0,0
2024-11,train,6,180.0,6.0,183.5629404512576,0,0,EU,A,web,0,0,0,1,d0,0
2024-12,train,6,180.0,5.0,158.38971983273922,0,0,EU,A,web,0,0,0,1,d0,0
2025-01,train,6,180.0,6.0,187.62148724795358,0,0,EU,A,web,0,0,0,1,d0,0
2025-02,train,6,180.0,4.0,123.72587780037452,0,0,EU,A,web,0,0,0,1,d0,0
2025-03,train,6,180.0,6.0,185.74604294397153,0,0,EU,A,web,0,0,0,1,d0,0
2025-04,train,6,180.0,6.0,180.0822211243873,0,0,EU,A,web,0,0,0,1,d0,0
2025-05,train,6,180.0,6.0,184.80850959749569,0,0,EU,A,web,0,0,0,1,d0,0
2025-06,train,6,180.0,5.0,153.02854949512002,0,0,EU,A,web,0,0,0,1,d0,0
2025-07,train,6,180.0,6.0,182.06566381150975,0,0,EU,A,web,0,0,0,1,d0,0
2025-08,train,6,180.0,6.0,181.74443761833786,0,0,EU,A,web,0,0,0,1,d0,0
2025-09,train,6,180.0,6.0,187.21324415379215,0,0,EU,A,web,0,0,0,1,d0,0
2025-10,train,6,180.0,4.0,119.2357566399835,0,0,EU,A,web,0,0,0,1,d0,0
2025-11,test,6,180.0,6.0,177.52269357829857,0,0,EU,A,web,0,0,0,1,d0,0
2025-12,test,6,180.0,5.0,153.3769522640189,0,0,EU,A,web,0,0,0,1,d0,0
2026-01,test,6,180.0,6.0,185.3821245545918,0,0,EU,A,web,0,0,0,1,d0,0
2026-02,test,6,180.0,4.0,123.24623129290704,1,0,EU,A,web,0,0,0,1,d0,0
2026-03,projection,6,180.0,,,0,0,EU,A,web,0,0,0,1,d0,0
2026-04,projection,6,180.0,,,0,0,EU,A,web,0,0,0,1,d0,0
2026-05,projection,6,180.0,,,0,0,EU,A,web,0,0,0,1,d0,0
2026-06,projection,6,180.0,,,0,0,EU,A,web,0,0,0,1,d0,0
2024-01,train,40,1200.0,20.0,620.7236971600976,0,0,NA,B,tele,0,0,0,0,d0,0
2024-02,train,40,1200.0,21.0,642.6451954820661,0,0,NA,B,tele,0,0,0,0,d0,0
2024-04,train,40,1200.0,24.0,757.9675861134632,0,0,NA,B,tele,0,0,0,0,d0,0
2024-05,train,40,1200.0,26.0,800.6835421248571,0,0,NA,B,tele,0,0,0,0,d0,0
2024-06,train,40,1200.0,22.0,682.5644634239421,0,0,NA,B,tele,0,0,0,0,d0,0
2024-08,train,40,1200.0,23.0,686.6671006189996,0,0,NA,B,tele,0,0,0,0,d0,0
2024-09,train,40,1200.0,25.0,785.8267976114041,0,0,NA,B,tele,0,0,0,0,d0,0
2024-10,train,40,1200.0,30.0,923.5928095698786,0,0,NA,B,tele,0,0,0,0,d0,0
2024-12,train,40,1200.0,20.0,615.0290639939095,0,0,NA,B,tele,0,0,0,0,d0,0
2025-01,train,40,1200.0,22.0,677.0962069139796,0,0,NA,B,tele,0,0,0,0,d0,0
2025-02,train,40,1200.0,20.0,607.6697946836538,0,0,NA,B,tele,0,0,0,0,d0,0
2025-04,train,40,1200.0,26.0,823.7622232863732,0,0,NA,B,tele,0,0,0,0,d0,0
2025-05,train,40,1200.0,26.0,813.59666179007,0,0,NA,B,tele,0,0,0,0,d0,0
2025-06,train,40,1200.0,18.0,548.8992989373216,0,0,NA,B,tele,0,0,0,0,d0,0
2025-08,train,40,1200.0,21.0,656.9636238932303,0,0,NA,B,tele,0,0,0,0,d0,0
2025-09,train,40,1200.0,21.0,663.8360884876599,0,0,NA,B,tele,0,0,0,0,d0,0
2025-10,train,40,1200.0,21.0,629.6105767854169,0,0,NA,B,tele,0,0,0,0,d0,0
2025-12,test,40,1200.0,20.0,613.4024848199076,0,0,NA,B,tele,0,0,0,0,d0,0
2026-01,test,40,1200.0,22.0,667.5801392044791,0,0,NA,B,tele,0,0,0,0,d0,0
2026-02,test,40,1200.0,21.0,651.6625976809248,1,0,NA,B,tele,0,0,0,0,d0,0
2026-04,projection,40,1200.0,,,0,0,NA,B,tele,0,0,0,0,d0,0
2026-05,projection,40,1200.0,,,0,0,NA,B,tele,0,0,0,0,d0,0
2026-06,projection,40,1200.0,,,0,0,NA,B,tele,0,0,0,0,d0,0
2024-01,train,25,750.0,18.0,559.8831867585052,0,0,NA,A,tele,0,0,0,0,d0,0
2024-02,train,25,750.0,17.0,520.6428928783013,0,0,NA,A,tele,0,0,0,0,d0,0
2024-03,train,25,750.0,20.0,632.3064255942161,0,0,NA,A,tele,0,0,0,0,d0,0
2024-04,train,25,750.0,15.0,481.75231329819445,0,0,NA,A,tele,0,0,0,0,d0,0
2024-05,train,25,750.0,17.0,527.7243079461083,0,0,NA,A,tele,0,0,0,0,d0,0
2024-06,train,25,750.0,17.0,533.3626264608004,0,0,NA,A,tele,0,0,0,0,d0,0
2024-07,train,25,750.0,13.0,403.09300877449397,0,0,NA,A,tele,0,0,0,0,d0,0
2024-08,train,25,750.0,17.0,528.6723806713451,0,0,NA,A,tele,0,0,0,0,d0,0
2024-09,train,25,750.0,15.0,457.1229628695322,0,0,NA,A,tele,0,0,0,0,d0,0
2024-10,train,25,750.0,19.0,585.654913158136,0,0,NA,A,tele,0,0,0,0,d0,0
2024-11,train,25,750.0,20.0,633.2041876914408,0,0,NA,A,tele,0,0,0,0,d0,0
2024-12,train,25,750.0,16.0,489.238597399833,0,0,NA,A,tele,0,0,0,0,d0,0
2025-01,train,25,750.0,17.0,539.5601195951042,0,0,NA,A,tele,0,0,0,0,d0,0
2025-02,train,25,750.0,17.0,540.7710645547965,0,0,NA,A,tele,0,0,0,0,d0,0
2025-03,train,25,750.0,19.0,573.6562412138934,0,0,NA,A,tele,0,0,0,0,d0,0
2025-04,train,25,750.0,15.0,455.8733226465396,0,0,NA,A,tele,0,0,0,0,d0,0
2025-05,train,25,750.0,18.0,574.7249065698617,0,0,NA,A,tele,0,0,0,0,d0,0
2025-06,train,25,750.0,15.0,461.69972594646055,0,0,NA,A,tele,0,0,0,0,d0,0
2025-07,train,25,750.0,19.0,581.0495221491931,0,0,NA,A,tele,0,0,0,0,d0,0
2025-08,train,25,750.0,19.0,567.6956232565876,0,0,NA,A,tele,0,0,0,0,d0,0
2025-09,train,25,750.0,16.0,496.1955559949269,0,0,NA,A,tele,0,0,0,0,d0,0
2025-10,train,25,750.0,19.0,595.9120508862718,0,0,NA,A,tele,0,0,0,0,d0,0
2026-03,projection,30,900.0,,,0,0,EU,B,tienda,0,0,0,0,d0,0
2026-04,projection,30,900.0,,,0,0,EU,B,tienda,0,0,0,0,d0,0
2026-05,projection,30,900.0,,,0,0,EU,B,tienda,0,0,0,0,d0,0
2026-06,projection,30,900.0,,,0,0,EU,B,tienda,0,0,0,0,d0,0
2024-01,train,50,1500.0,30.0,916.143673632334,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-02,train,50,1500.0,40.0,1173.9465077010293,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-03,train,50,1500.0,33.0,1050.4687264150689,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-04,train,50,1500.0,29.0,871.5192968404486,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-05,train,50,1500.0,33.0,1020.2657858538548,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-06,train,50,1500.0,36.0,1131.47973487346,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-07,train,50,1500.0,38.0,1203.0124402138931,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-08,train,50,1500.0,31.0,982.7621109369695,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-09,train,50,1500.0,29.0,900.952020363044,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-10,train,50,1500.0,34.0,1058.4914238170015,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-11,train,50,1500.0,30.0,928.1066520287379,0,1,EU,A,kiosk,0,0,0,0,d0,0
2024-12,train,50,1500.0,29.0,874.0725313958662,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-01,train,50,1500.0,28.0,842.5625257922146,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-02,train,50,1500.0,30.0,934.3437161313316,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-03,train,50,1500.0,33.0,1006.2439802135887,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-04,train,50,1500.0,34.0,1043.929242050361,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-05,train,50,1500.0,34.0,1027.0136246655863,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-06,train,50,1500.0,30.0,932.4943488613075,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-07,train,50,1500.0,34.0,1061.5081378114385,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-08,train,50,1500.0,36.0,1125.839869960003,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-09,train,50,1500.0,35.0,1074.9466612405772,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-10,train,50,1500.0,27.0,799.6493037227232,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-11,test,50,1500.0,35.0,1114.6885173020758,0,1,EU,A,kiosk,0,0,0,0,d0,0
2025-12,test,50,1500.0,29.0,876.4878278400907,0,1,EU,A,kiosk,0,0,0,0,d0,0
2026-01,test,50,1500.0,35.0,1102.1433633028098,0,1,EU,A,kiosk,0,0,0,0,d0,0
2026-02,test,50,1500.0,34.0,1063.381799274916,1,1,EU,A,kiosk,0,0,0,0,d0,0
2026-03,projection,50,1500.0,,,0,1,EU,A,kiosk,0,0,0,0,d0,0
2026-04,projection,50,1500.0,,,0,1,EU,A,kiosk,0,0,0,0,d0,0
2026-05,projection,50,1500.0,,,0,1,EU,A,kiosk,0,0,0,0,d0,0
2026-06,projection,50,1500.0,,,0,1,EU,A,kiosk,0,0,0,0,d0,0
